Date,Fiscal Year,Fiscal Quarter,Fiscal Period,Fiscal Year-Quarter,Fiscal Year-Period,Fiscal Year Sort,Fiscal Quarter Sort,Fiscal Period Sort,Fiscal Year-Quarter Sort,Fiscal Year-Period Sort
14-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
15-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
16-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
17-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
18-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
19-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
20-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
21-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
22-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
23-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
24-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
25-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
26-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
27-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
28-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
29-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
30-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
31-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
01-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
02-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
03-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
04-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
05-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
06-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
07-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
08-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
09-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
10-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
11-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
12-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
13-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
14-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
15-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
16-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
17-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
18-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
19-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
20-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
21-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
22-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
23-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
24-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
25-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
26-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
27-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
28-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
29-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
30-Nov-22,2022,Q4,P11,2022-Q4,2022-P11,1,4,2,1,2
01-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
02-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
03-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
04-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
05-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
06-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
07-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
08-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
09-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
10-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
11-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
12-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
13-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
14-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
15-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
16-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
17-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
18-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
19-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
20-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
21-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
22-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
23-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
24-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
25-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
26-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
27-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
28-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
29-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
30-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
31-Dec-22,2022,Q4,P12,2022-Q4,2022-P12,1,4,1,1,1
